district,Jun19,Jul19,Aug19,Sep19,Oct19,Nov19,Dec19,Jan20,Feb20,Mar20,Apr20,May20,Jun20,Jul20,Aug20,Sep20,Oct20,Nov20,Dec20,Jan21,Feb21,Mar21,Apr21,May21
Phuket#Thalang,2154,2079,2437,1981,243.0,177.0,186.0,127.0,110.0,207.0,16.0,23.0,51.0,156.0,277,231.0,290.0,346,377,1168,1680,2292,2079,86.0
Prachin Buri#Ban Sang,245,289,333,268,17.0,8.0,21.0,15.0,12.0,24.0,12.0,13.0,23.0,26.0,17,22.0,56.0,54,82,301,424,457,353,25.0
Prachin Buri#Kabin Buri,910,1080,1150,921,85.0,64.0,101.0,93.0,56.0,87.0,80.0,74.0,87.0,176.0,186,150.0,262.0,260,347,1142,1477,1624,1244,156.0
Prachin Buri#Mueang Prachin Buri,1199,1514,1602,1249,137.0,97.0,109.0,100.0,99.0,150.0,87.0,87.0,103.0,184.0,177,177.0,226.0,277,330,1486,2005,2183,1438,138.0
Prachin Buri#Na Di,308,397,454,320,37.0,25.0,43.0,24.0,15.0,26.0,20.0,23.0,28.0,47.0,52,48.0,71.0,92,162,425,612,526,463,27.0
Prachin Buri#Prachantakham,226,313,366,227,25.0,16.0,25.0,16.0,15.0,34.0,20.0,17.0,37.0,44.0,39,28.0,65.0,80,119,362,497,433,348,30.0
Prachin Buri#Si Maha Phot,1053,1096,1281,955,85.0,62.0,105.0,71.0,58.0,105.0,68.0,66.0,63.0,160.0,160,136.0,217.0,301,352,1084,1458,1575,1127,155.0
Prachin Buri#Si Mahosot,119,146,149,93,8.0,5.0,10.0,7.0,7.0,16.0,13.0,7.0,5.0,23.0,14,15.0,24.0,29,39,140,180,239,166,17.0
Prachuap Khiri Khan#Bang Saphan,397,549,607,410,48.0,36.0,50.0,40.0,19.0,57.0,22.0,23.0,43.0,84.0,76,69.0,102.0,97,109,637,866,950,964,57.0
Prachuap Khiri Khan#Bang Saphan Noi,193,232,257,174,24.0,12.0,27.0,18.0,7.0,28.0,4.0,12.0,18.0,37.0,39,32.0,61.0,59,83,281,356,366,428,38.0
Prachuap Khiri Khan#Hua Hin,4992,5970,5731,4480,480.0,235.0,360.0,211.0,198.0,367.0,83.0,138.0,355.0,719.0,678,547.0,653.0,741,797,3127,5174,5605,4151,245.0
Prachuap Khiri Khan#Kui Buri,226,243,294,211,22.0,13.0,18.0,16.0,6.0,33.0,8.0,11.0,21.0,34.0,36,21.0,49.0,62,70,413,520,538,467,28.0
Prachuap Khiri Khan#Mueang Prachuap Khiri Khan,892,1170,1247,839,96.0,57.0,99.0,57.0,65.0,151.0,39.0,53.0,76.0,158.0,179,161.0,233.0,219,255,1217,1644,1758,1327,134.0
Prachuap Khiri Khan#Pran Buri,966,1185,1239,872,108.0,58.0,96.0,56.0,57.0,119.0,32.0,46.0,79.0,139.0,172,138.0,161.0,185,222,995,1565,1563,1355,82.0
Prachuap Khiri Khan#Sam Roi Yot,390,480,460,328,39.0,22.0,36.0,22.0,18.0,46.0,13.0,12.0,32.0,52.0,43,52.0,83.0,84,83,453,687,656,600,26.0
Prachuap Khiri Khan#Thap Sakae,295,378,343,271,24.0,24.0,42.0,19.0,18.0,44.0,10.0,14.0,28.0,53.0,56,51.0,83.0,105,109,402,616,599,568,47.0
Ranong#Kapoe,67,63,75,56,2.0,4.0,1.0,4.0,5.0,17.0,2.0,1.0,4.0,12.0,16,8.0,19.0,28,29,102,122,123,156,4.0
Ranong#Kra Buri,100,128,165,81,24.0,7.0,15.0,11.0,8.0,12.0,9.0,8.0,12.0,12.0,17,15.0,28.0,30,42,221,264,314,244,8.0
Ranong#La-Un,27,30,32,17,1.0,3.0,5.0,2.0,2.0,8.0,1.0,1.0,6.0,2.0,6,6.0,5.0,11,15,43,69,55,62,6.0
Ranong#Mueang Ranong,614,712,701,570,95.0,53.0,79.0,57.0,50.0,74.0,13.0,13.0,42.0,88.0,129,104.0,146.0,168,228,557,822,1005,815,43.0
Ranong#Suk Samran,42,43,61,30,4.0,4.0,4.0,5.0,4.0,6.0,0.0,2.0,2.0,4.0,5,5.0,4.0,12,14,55,95,101,69,2.0
Ratchaburi#Ban Kha,103,118,137,92,6.0,3.0,9.0,4.0,2.0,17.0,3.0,4.0,11.0,14.0,14,7.0,31.0,33,48,210,261,235,194,12.0
Ratchaburi#Ban Pong,1416,1767,1937,1525,137.0,70.0,111.0,61.0,55.0,144.0,68.0,83.0,96.0,180.0,182,162.0,229.0,242,338,1565,2119,2249,1543,136.0
Ratchaburi#Bang Phae,372,383,370,304,29.0,12.0,22.0,26.0,27.0,32.0,32.0,24.0,22.0,29.0,43,39.0,63.0,55,84,327,525,480,385,33.0
Ratchaburi#Chom Bueng,419,409,490,387,36.0,14.0,41.0,32.0,28.0,57.0,14.0,21.0,24.0,46.0,51,53.0,107.0,94,132,528,749,731,481,54.0
Ratchaburi#Damnoen Saduak,661,769,926,641,45.0,20.0,42.0,25.0,23.0,39.0,16.0,22.0,39.0,64.0,81,61.0,118.0,91,114,533,810,793,657,36.0
Ratchaburi#Mueang Ratchaburi,2629,2927,3156,2515,245.0,139.0,197.0,147.0,106.0,227.0,116.0,155.0,175.0,302.0,351,311.0,435.0,543,570,2841,3958,4214,2839,268.0
Ratchaburi#Pak Tho,434,494,559,485,38.0,28.0,31.0,19.0,23.0,45.0,27.0,24.0,31.0,62.0,65,53.0,84.0,95,113,643,789,1066,713,54.0
Ratchaburi#Photharam,961,1137,1305,1040,84.0,71.0,81.0,55.0,43.0,85.0,38.0,61.0,67.0,120.0,147,117.0,188.0,218,260,1313,1731,1726,1211,117.0
Ratchaburi#Suan Phueng,797,1072,1150,1058,86.0,67.0,79.0,44.0,32.0,67.0,16.0,31.0,50.0,134.0,102,91.0,100.0,182,220,1184,1441,1194,1149,39.0
Ratchaburi#Wat Phleng,95,104,146,94,3.0,6.0,9.0,1.0,2.0,8.0,1.0,2.0,2.0,5.0,6,8.0,9.0,14,13,62,107,126,87,5.0
Rayong#Ban Chang,793,893,1010,794,107.0,70.0,84.0,56.0,49.0,80.0,45.0,47.0,58.0,103.0,112,113.0,137.0,164,178,534,1144,1245,1045,97.0
Rayong#Ban Khai,468,524,621,462,51.0,21.0,49.0,25.0,26.0,54.0,34.0,30.0,44.0,69.0,63,74.0,87.0,121,140,350,896,1021,758,55.0
Rayong#Khao Chamao,144,164,169,91,6.0,8.0,9.0,12.0,6.0,21.0,6.0,7.0,8.0,25.0,9,15.0,25.0,29,47,191,326,404,309,27.0
Rayong#Klaeng,1535,1802,1906,1427,139.0,98.0,103.0,70.0,76.0,167.0,74.0,105.0,119.0,174.0,222,202.0,308.0,383,327,1116,2549,2871,2670,207.0
Rayong#Mueang Rayong,5181,6051,6305,4793,641.0,343.0,532.0,378.0,375.0,489.0,187.0,209.0,341.0,600.0,844,764.0,944.0,1047,1156,2366,6238,7556,5890,513.0
Rayong#Nikhom Phatthana,611,639,787,653,74.0,48.0,65.0,36.0,30.0,73.0,41.0,38.0,50.0,80.0,106,94.0,141.0,181,170,487,1011,1133,817,104.0
Rayong#Pluak Daeng,1433,1607,1726,1366,156.0,129.0,190.0,124.0,102.0,200.0,122.0,82.0,120.0,194.0,258,263.0,358.0,430,516,1021,1721,2010,1406,222.0
Rayong#Wang Chan,338,389,422,347,40.0,17.0,19.0,15.0,11.0,20.0,20.0,28.0,29.0,27.0,40,33.0,63.0,61,66,222,514,610,515,143.0
Roi Et#At Samat,147,133,142,105,22.0,13.0,20.0,12.0,14.0,28.0,11.0,18.0,14.0,28.0,29,22.0,38.0,41,78,185,203,186,239,28.0
Roi Et#Changhan,79,122,110,94,15.0,13.0,15.0,11.0,5.0,15.0,8.0,11.0,10.0,15.0,21,15.0,32.0,42,58,124,131,130,150,21.0
Roi Et#Chaturaphak Phiman,109,126,152,111,19.0,10.0,21.0,19.0,15.0,28.0,11.0,10.0,17.0,22.0,20,30.0,57.0,40,63,175,185,178,235,35.0
Roi Et#Chiang Khwan,78,81,83,70,9.0,2.0,8.0,5.0,6.0,9.0,2.0,5.0,8.0,15.0,16,15.0,21.0,31,48,77,89,82,136,25.0
Roi Et#Kaset Wisai,188,237,228,183,30.0,25.0,47.0,35.0,15.0,27.0,24.0,22.0,25.0,40.0,43,50.0,77.0,87,131,262,228,252,291,62.0
Roi Et#Moei Wadi,39,39,50,34,8.0,0.0,7.0,8.0,7.0,13.0,7.0,5.0,7.0,5.0,6,9.0,15.0,17,27,45,65,61,67,7.0
Roi Et#Mueang Roi Et,1267,1582,1742,1185,155.0,108.0,167.0,126.0,112.0,154.0,106.0,85.0,143.0,246.0,318,309.0,457.0,473,543,1524,1731,1939,1448,245.0
Roi Et#Mueang Suang,51,79,54,52,6.0,5.0,10.0,8.0,4.0,3.0,3.0,2.0,5.0,5.0,9,6.0,24.0,17,24,73,49,89,80,6.0
Roi Et#Nong Hi,79,54,61,36,11.0,3.0,9.0,5.0,2.0,8.0,9.0,5.0,6.0,5.0,10,8.0,8.0,25,25,61,57,55,75,16.0
Roi Et#Nong Phok,113,155,167,97,25.0,14.0,18.0,19.0,11.0,21.0,12.0,16.0,21.0,27.0,33,33.0,55.0,57,104,247,227,207,243,23.0
Roi Et#Pathum Rat,138,171,148,128,13.0,15.0,25.0,18.0,15.0,16.0,15.0,9.0,18.0,29.0,25,29.0,48.0,61,76,200,187,166,171,39.0
Roi Et#Phanom Phrai,259,185,174,150,35.0,11.0,23.0,17.0,21.0,27.0,12.0,10.0,19.0,42.0,41,26.0,57.0,57,84,234,211,235,257,41.0
Roi Et#Pho Chai,90,96,95,72,12.0,7.0,12.0,9.0,4.0,15.0,7.0,12.0,19.0,17.0,17,29.0,47.0,36,61,125,105,99,154,21.0
Roi Et#Phon Sai,74,68,66,45,8.0,3.0,7.0,9.0,4.0,15.0,5.0,3.0,5.0,4.0,6,10.0,18.0,30,27,83,64,65,92,12.0
Roi Et#Phon Thong,216,227,215,142,27.0,18.0,48.0,21.0,19.0,31.0,21.0,23.0,31.0,48.0,39,40.0,77.0,104,172,253,267,281,289,49.0
Roi Et#Selaphum,290,305,368,240,35.0,40.0,58.0,37.0,28.0,59.0,16.0,22.0,40.0,51.0,58,67.0,115.0,127,152,398,369,431,482,56.0
Roi Et#Si Somdet,93,89,73,56,17.0,8.0,12.0,11.0,5.0,13.0,11.0,13.0,12.0,22.0,30,20.0,32.0,40,50,129,124,135,139,12.0
Roi Et#Suwannaphum,313,361,412,315,47.0,29.0,44.0,29.0,30.0,63.0,34.0,24.0,48.0,74.0,73,65.0,116.0,109,196,400,451,459,469,68.0
Roi Et#Thawat Buri,156,209,258,163,33.0,21.0,32.0,20.0,23.0,24.0,24.0,12.0,26.0,43.0,52,32.0,63.0,96,106,289,299,324,310,36.0
Roi Et#Thung Khao Luang,48,54,73,45,11.0,3.0,14.0,3.0,5.0,3.0,3.0,3.0,4.0,7.0,11,6.0,20.0,17,31,71,81,46,89,8.0
Sa Kaeo#Aranyaprathet,728,945,1062,840,86.0,57.0,100.0,73.0,61.0,90.0,38.0,35.0,59.0,114.0,136,91.0,161.0,161,231,751,1006,1136,659,67.0
Sa Kaeo#Khao Chakan,160,148,200,124,11.0,8.0,19.0,16.0,6.0,20.0,8.0,9.0,18.0,24.0,31,13.0,63.0,67,76,243,329,277,265,25.0
Sa Kaeo#Khlong Hat,130,148,157,98,17.0,9.0,19.0,13.0,8.0,13.0,8.0,8.0,18.0,24.0,35,17.0,49.0,47,58,167,246,292,154,40.0
Sa Kaeo#Khok Sung,61,109,107,60,11.0,4.0,13.0,8.0,5.0,4.0,4.0,6.0,12.0,14.0,10,14.0,26.0,20,46,108,153,158,116,31.0
Sa Kaeo#Mueang Sa Kaeo,698,861,975,681,62.0,48.0,72.0,64.0,50.0,89.0,65.0,40.0,76.0,117.0,148,96.0,206.0,191,261,793,1163,1231,771,115.0
Sa Kaeo#Ta Phraya,122,137,146,117,20.0,9.0,33.0,14.0,8.0,16.0,6.0,8.0,17.0,32.0,21,22.0,49.0,51,86,176,248,245,230,33.0
Sa Kaeo#Wang Nam Yen,265,236,262,201,33.0,14.0,26.0,22.0,16.0,26.0,17.0,13.0,26.0,31.0,31,32.0,67.0,65,93,260,361,364,335,32.0
Sa Kaeo#Wang Sombun,113,147,161,111,7.0,5.0,10.0,10.0,9.0,10.0,12.0,11.0,15.0,25.0,25,13.0,36.0,33,55,194,244,239,174,17.0
Sa Kaeo#Watthana Nakhon,362,445,487,354,46.0,32.0,49.0,27.0,44.0,44.0,9.0,33.0,39.0,67.0,73,51.0,117.0,131,179,511,754,636,515,73.0
Sakon Nakhon#Akat Amnuai,100,123,121,128,15.0,11.0,16.0,20.0,19.0,25.0,10.0,9.0,6.0,20.0,28,36.0,79.0,57,79,180,187,194,200,39.0
Sakon Nakhon#Ban Muang,82,81,93,96,13.0,7.0,15.0,11.0,8.0,18.0,8.0,11.0,14.0,19.0,24,20.0,42.0,41,69,162,147,158,180,31.0
Sakon Nakhon#Charoen Sin,80,64,82,71,7.0,5.0,13.0,7.0,5.0,5.0,2.0,6.0,8.0,12.0,10,8.0,35.0,42,58,102,86,126,193,18.0
Sakon Nakhon#Kham Ta Kla,57,80,78,54,8.0,5.0,11.0,10.0,9.0,9.0,4.0,4.0,5.0,12.0,4,14.0,19.0,36,45,123,124,134,131,17.0
Sakon Nakhon#Khok Si Suphan,56,66,81,50,8.0,4.0,5.0,14.0,3.0,5.0,2.0,5.0,6.0,14.0,14,13.0,27.0,28,36,71,71,88,70,14.0
Sakon Nakhon#Kusuman,38,46,48,40,7.0,2.0,6.0,9.0,2.0,6.0,5.0,2.0,6.0,7.0,15,16.0,18.0,21,46,86,71,61,64,7.0
Sakon Nakhon#Kut Bak,40,33,55,30,6.0,3.0,9.0,8.0,4.0,4.0,2.0,2.0,7.0,9.0,4,13.0,17.0,18,26,71,60,59,49,5.0
Sakon Nakhon#Mueang Sakon Nakhon,1297,1620,1612,1292,186.0,107.0,177.0,147.0,109.0,160.0,59.0,64.0,129.0,263.0,324,316.0,652.0,473,570,1600,1741,2022,1359,233.0
Sakon Nakhon#Nikhom Nam Un,25,13,19,14,3.0,1.0,5.0,1.0,1.0,3.0,3.0,4.0,5.0,11.0,4,5.0,8.0,12,15,22,23,26,31,7.0
